customerID,DeviceProtection_No internet service,OnlineBackup_No internet service,OnlineSecurity_No internet service,InternetService_No,InternetService_Fiber optic,TechSupport_No,OnlineSecurity_No,PaymentMethod_Electronic check,Contract_Two year,Contract_Month-to-month,churn,MonthlyCharges,tenure
8982-NHAVY,0,0,0,0,1,1,1,0,0,0,0,100.5,27
0141-YEAYS,0,0,0,0,1,1,1,0,0,1,0,86.45,27
5236-PERKL,0,0,0,0,1,1,0,0,1,0,1,112.95,57
2519-FAKOD,0,0,0,0,1,1,1,0,0,1,1,99.25,38
8406-LNMHF,0,0,0,0,1,1,0,0,0,0,0,82.95,59
7089-IVVAZ,0,0,0,0,1,0,0,0,0,1,1,103.35,8
9050-IKDZA,0,0,0,0,1,1,1,0,0,1,0,81.5,2
2205-YMZZJ,0,0,0,0,1,1,1,1,0,1,1,84.8,7
9802-CAQUT,0,0,0,0,1,1,0,0,1,0,0,109.55,72
1254-IZEYF,0,0,0,0,1,1,1,1,0,1,1,99.95,31
9492-TOKRI,0,0,0,0,1,1,1,0,0,1,1,90.0,18
9221-OTIVJ,0,0,0,0,1,1,1,1,0,1,1,104.85,14
7602-MVRMB,0,0,0,0,1,0,0,0,1,0,0,110.45,72
3325-FUYCG,0,0,0,0,1,1,0,1,0,0,1,106.1,28
8481-YYXWG,0,0,0,0,1,0,1,1,0,1,1,89.35,5
5198-EFNBM,0,0,0,0,1,1,1,1,0,0,0,90.65,57
7516-GMHUV,0,0,0,0,1,1,0,0,1,0,0,105.05,50
7994-UYIVZ,0,0,0,0,1,1,1,0,0,1,0,85.65,8
2609-IAICY,0,0,0,0,1,1,1,1,0,1,1,77.15,1
6559-RAKOZ,0,0,0,0,1,0,1,1,0,0,0,97.95,49
1323-OOEPC,0,0,0,0,1,1,1,0,0,1,1,98.4,53
5630-IXDXV,0,0,0,0,1,1,1,1,0,1,0,106.35,47
0320-DWVTU,0,0,0,0,1,0,0,0,1,0,0,99.5,53
9135-MGVPY,0,0,0,0,0,0,0,0,1,0,0,84.7,69
1212-GLHMD,0,0,0,0,1,1,0,0,0,1,0,86.05,3
1088-AUUZZ,0,0,0,0,0,0,0,0,1,0,0,75.85,56
0397-GZBBC,0,0,0,0,1,1,1,0,0,1,1,93.85,59
7641-EUYET,0,0,0,0,1,1,0,1,0,1,1,100.7,46
9921-ZVRHG,0,0,0,0,1,1,1,1,0,1,1,80.45,14
1174-FGIFN,0,0,0,0,1,0,1,1,0,0,0,90.45,28
1032-MAELW,0,0,0,0,0,0,0,1,0,0,0,78.45,68
7641-TQFHN,0,0,0,0,1,0,1,0,1,0,0,100.55,39
8622-ZLFKO,0,0,0,0,1,1,1,1,0,1,0,90.75,6
1596-BBVTG,0,0,0,0,1,1,1,0,0,1,1,75.35,35
0679-TDGAK,0,0,0,0,0,0,0,1,0,0,0,75.5,50
8433-WXGNA,0,0,0,0,1,1,0,1,0,1,1,75.7,2
9405-GPBBG,0,0,0,0,1,0,1,0,1,0,0,110.5,64
7016-NVRIC,0,0,0,0,1,1,0,0,0,0,0,90.1,29
8922-LIEGH,0,0,0,0,1,1,1,1,0,1,1,89.7,25
8869-LIHMK,0,0,0,0,1,0,0,0,1,0,0,115.1,64
8245-UMPYT,0,0,0,0,1,1,1,1,0,1,1,96.4,16
0447-RXSGD,0,0,0,0,1,1,1,0,0,1,0,99.65,24
4927-WWOOZ,0,0,0,0,1,1,1,1,0,1,0,91.45,2
5788-YPOEG,0,0,0,0,0,0,0,0,1,0,0,84.75,34
5373-SFODM,0,0,0,0,1,1,1,0,0,1,1,85.25,36
0661-KBKPA,0,0,0,0,0,0,1,0,0,0,0,78.75,53
3133-PZNSR,0,0,0,0,1,0,0,0,1,0,0,97.75,72
8931-GJJIQ,0,0,0,0,1,1,1,1,0,1,1,83.3,9
4277-PVRAN,0,0,0,0,1,1,1,0,0,1,1,80.1,8
0722-SVSFK,0,0,0,0,1,0,1,1,0,1,0,100.4,7
9825-YCXWZ,0,0,0,0,1,0,1,0,0,0,0,101.1,41
8565-HBFNN,0,0,0,0,1,0,0,0,0,0,0,107.2,69
2000-DHJUY,0,0,0,0,0,0,0,0,1,0,0,92.2,70
8670-ERCJH,0,0,0,0,1,0,0,0,1,0,0,113.4,72
7055-JCGNI,0,0,0,0,1,0,0,0,1,0,0,111.95,70
0952-KMEEH,0,0,0,0,1,1,0,0,0,1,1,98.15,13
7285-KLOTR,0,0,0,0,0,1,0,1,0,0,0,78.85,12
7175-NTIXE,0,0,0,0,0,0,0,0,0,1,0,76.15,25
8868-GAGIO,0,0,0,0,1,1,0,0,0,1,0,84.55,45
8263-QMNTJ,0,0,0,0,1,0,0,1,1,0,0,115.55,72
8178-EYZUO,0,0,0,0,1,1,0,1,0,1,1,93.7,46
3230-JCNZS,0,0,0,0,1,1,0,0,1,0,0,99.0,71
5130-IEKQT,0,0,0,0,1,1,1,0,0,1,1,105.95,25
3230-WYKIR,0,0,0,0,0,0,1,0,0,0,1,82.0,18
3227-WLKLI,0,0,0,0,0,0,0,0,1,0,0,91.55,65
0407-BDJKB,0,0,0,0,1,1,1,1,0,1,1,95.75,60
9600-UDOPK,0,0,0,0,1,1,1,0,0,1,1,94.05,30
8216-AZUUZ,0,0,0,0,1,0,1,1,1,0,0,100.4,42
3269-ATYWD,0,0,0,0,1,1,1,0,0,1,1,95.65,39
1074-AMIOH,0,0,0,0,1,0,1,0,0,1,0,108.25,53
4910-GMJOT,0,0,0,0,1,1,1,1,0,1,1,94.6,1
0354-WYROK,0,0,0,0,1,0,1,1,0,1,1,98.9,31
7748-UMTRK,0,0,0,0,1,0,1,1,0,1,0,101.3,30
7145-FEJWU,0,0,0,0,1,1,1,1,0,1,0,105.3,12
7576-OYWBN,0,0,0,0,1,1,1,1,0,1,1,76.05,3
4526-ZJJTM,0,0,0,0,1,1,1,0,0,1,0,88.4,25
8384-FZBJK,0,0,0,0,1,1,1,1,0,1,0,100.6,57
3096-YXENJ,0,0,0,0,1,0,1,0,1,0,0,107.65,65
1265-BCFEO,0,0,0,0,0,0,1,0,1,0,0,80.45,71
5945-AZYHT,0,0,0,0,1,1,0,1,0,0,0,109.6,71
8325-QRPZR,0,0,0,0,1,1,1,1,0,1,0,75.15,7
7730-CLDSV,0,0,0,0,1,0,1,0,1,0,0,98.65,72
1135-HIORI,0,0,0,0,1,0,1,1,0,0,0,111.45,64
0164-APGRB,0,0,0,0,1,0,0,1,1,0,0,114.9,72
6481-ESCNL,0,0,0,0,1,1,1,0,0,1,0,100.55,29
1550-EENBN,0,0,0,0,1,1,0,1,0,1,0,104.35,31
4446-BZKHU,0,0,0,0,1,1,1,1,0,1,1,105.55,61
8198-RKSZG,0,0,0,0,0,0,1,0,0,1,0,80.45,14
0137-OCGAB,0,0,0,0,1,1,1,0,0,1,1,80.2,1
3351-NQLDI,0,0,0,0,1,0,0,0,0,0,1,94.35,67
9297-EONCV,0,0,0,0,0,0,0,0,1,0,0,91.35,72
3336-JORSO,0,0,0,0,1,0,1,1,0,1,1,110.45,33
8766-PAFNE,0,0,0,0,0,0,1,0,1,0,0,79.1,71
3130-ICDUP,0,0,0,0,1,1,0,0,0,1,0,80.55,2
0880-FVFWF,0,0,0,0,1,1,0,1,0,1,0,86.4,56
2792-LSHWX,0,0,0,0,1,0,0,0,0,1,0,83.4,1
0014-BMAQU,0,0,0,0,1,0,0,0,1,0,0,84.65,63
6861-XWTWQ,0,0,0,0,1,1,1,1,0,1,1,99.25,7
4837-QUSFT,0,0,0,0,1,0,0,0,0,0,0,100.15,65
6877-TJMBR,0,0,0,0,1,0,1,1,0,1,1,84.8,1
0907-HQNTS,0,0,0,0,1,0,0,0,1,0,0,113.0,70
6769-DCQLI,0,0,0,0,1,0,1,0,0,0,1,105.0,52
4391-LNRXK,0,0,0,0,1,0,1,0,0,1,0,94.95,22
2195-ZRVAX,0,0,0,0,1,1,1,1,0,1,1,85.3,47
3550-SAHFP,0,0,0,0,1,1,1,1,0,1,1,83.35,33
5893-PYOLZ,0,0,0,0,0,0,1,0,1,0,0,81.8,56
5609-IMCGG,0,0,0,0,1,1,0,0,0,1,0,84.35,15
4873-ILOLJ,0,0,0,0,1,1,1,1,0,1,1,90.35,24
9481-WHGWY,0,0,0,0,0,0,0,0,1,0,0,75.35,70
2725-KXXWT,0,0,0,0,1,1,1,1,0,1,1,90.75,1
9565-DJPIB,0,0,0,0,1,1,1,0,0,1,1,89.6,4
3166-PNEOF,0,0,0,0,0,0,0,0,1,0,0,86.45,61
5140-FOMCQ,0,0,0,0,1,1,0,0,0,0,0,109.15,59
6242-SGYTS,0,0,0,0,1,1,0,0,0,0,0,94.95,62
8166-ORCHU,0,0,0,0,1,0,0,1,0,0,0,93.55,33
8414-OOEEL,0,0,0,0,0,0,1,0,1,0,0,79.5,66
8454-AATJP,0,0,0,0,1,0,0,0,1,0,0,115.05,72
4659-NZRUF,0,0,0,0,1,1,0,1,0,1,1,95.15,19
4531-AUZNK,0,0,0,0,1,0,0,0,0,0,0,95.15,51
4191-XOVOM,0,0,0,0,1,0,1,1,0,1,0,105.4,63
8429-XIBUM,0,0,0,0,1,1,0,0,0,1,1,101.35,22
6997-UVGOX,0,0,0,0,0,0,0,0,1,0,0,85.45,71
8128-YVJRG,0,0,0,0,1,1,0,0,0,1,1,79.65,7
5440-VHLUL,0,0,0,0,1,0,1,0,0,0,0,105.2,69
5781-BKHOP,0,0,0,0,1,1,0,0,1,0,0,100.65,72
4283-FUTGF,0,0,0,0,1,1,1,1,0,1,1,79.85,19
5213-TWWJU,0,0,0,0,1,0,1,1,0,1,0,91.0,28
1569-TTNYJ,0,0,0,0,1,1,1,1,0,1,1,78.75,5
8628-MFKAX,0,0,0,0,1,0,0,0,1,0,0,116.75,72
2397-BRLOM,0,0,0,0,1,1,1,0,0,1,1,80.45,8
0254-KCJGT,0,0,0,0,0,0,0,0,0,0,0,81.4,52
6461-SZMCV,0,0,0,0,0,0,0,0,1,0,0,87.95,71
9508-ILZDG,0,0,0,0,1,0,1,1,0,1,0,96.35,34
7598-UAASY,0,0,0,0,1,1,1,1,0,1,1,76.4,2
7938-OUHIO,0,0,0,0,1,0,1,1,0,1,1,98.7,3
8510-AWCXC,0,0,0,0,1,1,0,1,0,1,1,100.8,13
0431-APWVY,0,0,0,0,1,1,1,0,0,0,1,90.1,28
6838-YAUVY,0,0,0,0,1,0,1,0,1,0,0,95.1,54
0244-LGNFY,0,0,0,0,0,0,0,0,1,0,0,92.65,72
8225-BTJAU,0,0,0,0,1,1,1,1,0,1,1,79.25,10
3387-VATUS,0,0,0,0,1,1,1,0,0,1,1,94.85,5
1143-NMNQJ,0,0,0,0,1,1,1,1,0,1,1,85.7,2
1169-SAOCL,0,0,0,0,1,0,1,0,0,0,0,106.65,49
1110-KYLGQ,0,0,0,0,1,1,0,0,0,1,0,108.25,63
0924-BJCRC,0,0,0,0,1,1,1,1,0,1,0,89.45,60
5074-FBGHB,0,0,0,0,1,0,1,0,0,0,0,104.65,64
2351-BKRZW,0,0,0,0,0,1,0,0,1,0,0,75.2,43
4455-BFSPD,0,0,0,0,1,0,1,0,0,0,0,101.15,61
1724-BQUHA,0,0,0,0,1,1,1,1,0,1,1,89.5,5
2323-ARSVR,0,0,0,0,1,0,0,1,1,0,0,111.05,67
0815-MFZGM,0,0,0,0,1,0,1,0,1,0,0,99.0,42
4826-XTSOH,0,0,0,0,1,1,1,1,0,1,1,86.05,1
9086-YJYXS,0,0,0,0,0,1,1,0,0,0,0,77.2,34
6857-VWJDT,0,0,0,0,1,1,1,0,0,1,1,95.65,1
0197-PNKNK,0,0,0,0,1,1,0,0,0,0,0,84.45,69
8929-KSWIH,0,0,0,0,1,0,1,0,1,0,0,99.3,25
2250-IVBWA,0,0,0,0,1,1,0,1,0,1,0,81.05,64
1229-RCALF,0,0,0,0,1,0,0,1,0,0,0,115.0,64
3572-UOLYZ,0,0,0,0,1,0,1,0,0,1,0,84.8,46
6100-QQHEB,0,0,0,0,1,1,1,1,0,1,1,92.55,17
2691-NZETQ,0,0,0,0,1,1,1,1,0,1,1,85.35,9
7037-MTYVW,0,0,0,0,0,0,0,0,1,0,0,85.4,38
4760-THGOT,0,0,0,0,1,1,0,1,0,1,0,94.1,43
7295-JOMMD,0,0,0,0,1,0,1,0,0,1,1,98.1,4
4016-BJKTZ,0,0,0,0,1,0,1,1,1,0,0,108.9,25
2790-XUYMV,0,0,0,0,1,1,0,0,0,0,0,85.45,71
0581-MDMPW,0,0,0,0,1,1,1,0,0,1,0,88.95,24
5013-SBUIH,0,0,0,0,1,0,0,1,1,0,1,109.65,50
3904-UKFRE,0,0,0,0,1,1,0,1,0,1,0,80.1,4
0058-EVZWM,0,0,0,0,1,1,0,0,0,1,0,89.8,55
6023-YEBUP,0,0,0,0,1,1,1,1,0,1,1,100.95,3
7209-JCUDS,0,0,0,0,1,1,1,1,0,1,1,94.9,10
1017-FBQMM,0,0,0,0,1,0,1,0,0,0,0,106.05,62
3001-CBHLQ,0,0,0,0,1,0,1,1,0,1,1,104.9,32
3259-QMXUN,0,0,0,0,0,1,0,1,1,0,0,86.1,58
6645-MXQJT,0,0,0,0,1,1,0,1,0,1,0,97.1,2
8433-WPJTV,0,0,0,0,1,0,1,0,0,0,0,103.9,65
3763-GCZHZ,0,0,0,0,1,0,1,1,0,0,1,104.05,66
0772-GYEQQ,0,0,0,0,1,0,1,0,0,1,1,88.35,3
0536-ACXIP,0,0,0,0,1,1,0,1,1,0,0,109.55,72
4831-EOBFE,0,0,0,0,1,1,0,0,0,1,1,94.65,29
9170-GYZJC,0,0,0,0,0,0,0,0,0,1,1,79.9,41
2454-RPBRZ,0,0,0,0,1,1,1,1,0,1,1,98.1,12
6988-CJEYV,0,0,0,0,1,1,1,1,0,1,0,98.7,49
7299-GNVPL,0,0,0,0,1,0,0,0,0,1,0,84.4,23
2265-CYWIV,0,0,0,0,1,1,0,1,0,1,1,99.6,4
9093-FPDLG,0,0,0,0,1,0,1,1,0,1,0,94.2,11
6985-HAYWX,0,0,0,0,1,1,1,0,0,1,0,79.3,26
2277-DJJDL,0,0,0,0,1,0,1,1,0,1,0,99.0,60
1897-OKVMW,0,0,0,0,0,0,0,0,1,0,0,90.6,64
5485-ITNPC,0,0,0,0,0,0,0,0,1,0,0,85.9,66
0233-FTHAV,0,0,0,0,1,1,1,0,0,0,0,79.2,60
6963-EZQEE,0,0,0,0,0,0,0,0,1,0,0,88.55,70
2452-KDRRH,0,0,0,0,1,1,1,0,0,1,0,101.4,67
2004-OCQXK,0,0,0,0,1,1,1,1,0,1,1,81.95,1
3617-XLSGQ,0,0,0,0,1,1,0,0,1,0,0,109.25,66
7517-LDMPS,0,0,0,0,1,1,1,1,0,1,0,84.6,12
5226-NOZFC,0,0,0,0,1,1,1,1,0,1,0,85.75,26
2672-HUYVI,0,0,0,0,1,1,1,1,0,1,1,91.1,6
1400-WIVLL,0,0,0,0,1,0,1,1,1,0,0,107.95,57
7508-MYBOG,0,0,0,0,1,1,1,1,0,1,1,86.1,14
0148-DCDOS,0,0,0,0,1,1,1,0,0,1,1,94.7,25
9992-RRAMN,0,0,0,0,1,1,1,1,0,1,1,85.1,22
0310-MVLET,0,0,0,0,1,1,1,1,0,1,1,99.15,61
0428-IKYCP,0,0,0,0,1,1,1,0,0,1,0,87.0,22
4550-VBOFE,0,0,0,0,1,1,1,1,0,1,1,102.95,70
2187-PKZAY,0,0,0,0,1,1,1,0,0,1,0,79.95,12
5248-RPYWW,0,0,0,0,0,0,0,0,1,0,0,90.15,72
7923-IYJWY,0,0,0,0,1,0,0,0,1,0,0,116.1,67
3170-GWYKC,0,0,0,0,1,0,0,0,0,1,0,104.95,60
0495-RVCBF,0,0,0,0,1,1,1,1,0,1,1,79.7,1
7765-LWVVH,0,0,0,0,1,1,0,1,1,0,0,95.1,72
4692-NNQRU,0,0,0,0,1,0,1,1,0,0,0,79.2,21
0611-DFXKO,0,0,0,0,1,1,1,0,0,1,1,89.0,20
7780-OTDSO,0,0,0,0,1,1,0,1,0,1,1,99.4,18
0674-DGMAQ,0,0,0,0,1,1,1,1,0,1,0,93.5,32
9453-PATOS,0,0,0,0,0,0,0,0,1,0,0,85.1,72
0564-JJHGS,0,0,0,0,1,1,1,1,0,1,1,95.5,9
3348-CFRNX,0,0,0,0,1,1,0,0,0,1,1,92.35,28
4402-FTBXC,0,0,0,0,1,1,0,0,0,1,0,89.8,54
2931-XIQBR,0,0,0,0,1,0,1,0,0,0,0,103.05,50
0106-UGRDO,0,0,0,0,1,0,0,1,1,0,0,116.0,69
1930-QPBVZ,0,0,0,0,1,0,0,0,1,0,0,95.1,68
8059-UDZFY,0,0,0,0,1,1,1,0,0,1,0,105.35,33
7740-BTPUX,0,0,0,0,1,0,1,1,1,0,0,113.6,55
9435-JMLSX,0,0,0,0,0,0,0,0,1,0,0,86.1,71
3352-ALMCK,0,0,0,0,1,1,1,0,0,1,0,102.65,40
5312-IRCFR,0,0,0,0,1,1,1,1,0,0,0,92.85,64
5294-IMHHT,0,0,0,0,1,0,1,0,0,0,0,97.75,53
8802-UNOJF,0,0,0,0,1,0,1,0,0,1,1,83.8,12
6176-YJWAS,0,0,0,0,1,1,0,0,1,0,0,97.95,72
3987-KQDDU,0,0,0,0,1,1,0,1,0,1,0,75.6,9
3404-JNXAX,0,0,0,0,1,0,1,1,0,1,0,80.75,51
5131-PONJI,0,0,0,0,1,1,1,0,0,1,0,90.4,49
2845-AFFTX,0,0,0,0,1,1,1,1,0,1,1,99.8,41
2249-YPRNG,0,0,0,0,1,1,1,0,0,1,1,105.85,20
7410-YTJIK,0,0,0,0,1,1,1,0,0,1,1,75.45,7
4626-GYCZP,0,0,0,0,1,1,1,1,0,1,1,93.85,7
5649-RXQTV,0,0,0,0,1,1,1,1,0,1,0,99.0,51
2674-MIAHT,0,0,0,0,1,1,1,0,0,1,0,80.3,4
7587-AOVVU,0,0,0,0,1,0,0,1,0,1,0,100.75,27
5590-BYNII,0,0,0,0,1,1,0,1,0,1,1,100.75,22
1591-NFNLQ,0,0,0,0,1,1,1,0,0,1,1,80.0,51
7663-CUXZB,0,0,0,0,1,0,0,1,1,0,0,113.75,59
0258-NOKBL,0,0,0,0,1,1,1,1,0,1,0,90.4,3
1163-VIPRI,0,0,0,0,1,0,0,1,1,0,0,109.3,65
9348-ROUAI,0,0,0,0,0,0,0,0,1,0,0,90.3,59
0596-BQCEQ,0,0,0,0,1,1,1,1,0,1,1,100.15,62
1481-ZUWZA,0,0,0,0,1,1,0,0,0,1,1,94.5,28
2960-NKRSO,0,0,0,0,1,0,1,1,0,1,0,85.95,24
4674-HGNUA,0,0,0,0,0,0,0,0,1,0,0,89.9,71
9786-IJYDL,0,0,0,0,1,0,0,0,1,0,0,113.2,35
6295-OSINB,0,0,0,0,1,1,0,1,1,0,0,109.65,72
2207-QPJED,0,0,0,0,1,0,1,1,0,1,0,90.0,37
1891-FZYSA,0,0,0,0,1,1,1,1,0,1,1,89.95,69
7613-LLQFO,0,0,0,0,1,1,1,1,0,1,1,84.45,12
9513-DXHDA,0,0,0,0,0,0,0,1,0,0,0,81.7,27
2640-PMGFL,0,0,0,0,1,0,1,1,0,1,1,79.5,27
3801-HMYNL,0,0,0,0,1,1,1,0,0,1,1,89.15,1
3865-QBWSJ,0,0,0,0,1,1,0,0,0,1,0,80.45,38
5857-TYBCJ,0,0,0,0,1,1,1,1,0,1,0,89.2,44
1498-NHTLT,0,0,0,0,0,0,0,1,1,0,0,86.75,59
0238-WHBIQ,0,0,0,0,0,0,0,0,1,0,0,89.7,72
6127-ISGTU,0,0,0,0,1,1,1,1,0,1,1,84.95,16
1761-AEZZR,0,0,0,0,1,1,1,1,0,1,1,79.55,1
5795-KTGUD,0,0,0,0,1,1,0,0,1,0,0,110.8,68
7120-RFMVS,0,0,0,0,1,1,1,1,0,1,1,84.5,1
5897-ZYEKH,0,0,0,0,1,1,0,1,0,0,0,105.6,67
7317-GGVPB,0,0,0,0,1,0,1,0,1,0,1,108.6,71
8715-KKTFG,0,0,0,0,1,0,1,0,0,0,0,103.3,61
1550-LOAHA,0,0,0,0,1,1,1,0,0,1,1,84.15,32
0876-WDUUZ,0,0,0,0,1,0,1,0,0,1,1,85.4,5
5117-ZSMHQ,0,0,0,0,0,0,0,0,1,0,0,89.9,71
0960-HUWBM,0,0,0,0,1,0,1,0,1,0,0,104.1,65
6465-GSRCL,0,0,0,0,1,0,1,0,0,0,0,106.6,67
0617-FHSGK,0,0,0,0,1,1,1,0,0,1,1,75.2,49
8118-LSUEL,0,0,0,0,1,1,1,1,0,1,1,106.4,23
1666-JXLKU,0,0,0,0,1,1,1,1,0,1,0,100.05,37
5652-MSDEY,0,0,0,0,1,1,1,0,0,1,0,75.75,10
7005-CCBKV,0,0,0,0,1,1,1,1,0,1,1,84.4,6
1810-BOHSY,0,0,0,0,1,1,0,0,0,0,0,96.4,51
9224-VTYID,0,0,0,0,0,0,0,0,1,0,0,90.5,47
9500-IWPXQ,0,0,0,0,0,0,0,1,0,0,0,79.4,61
5569-IDSEY,0,0,0,0,1,1,1,0,0,0,0,105.7,71
5277-ZLOOR,0,0,0,0,1,1,1,1,0,1,1,85.55,2
6376-GAHQE,0,0,0,0,1,1,1,1,0,1,1,77.85,4
5052-PNLOS,0,0,0,0,1,1,1,0,0,1,1,105.35,3
3853-LYGAM,0,0,0,0,1,0,1,0,0,1,0,95.65,17
6979-ZNSFF,0,0,0,0,1,1,1,1,0,1,1,87.05,8
5751-USDBL,0,0,0,0,0,0,0,0,1,0,0,81.0,46
5680-LQOGP,0,0,0,0,0,0,0,0,1,0,0,82.45,68
0315-LVCRK,0,0,0,0,1,1,1,1,0,1,0,84.8,11
4248-HCETZ,0,0,0,0,1,1,1,0,0,1,1,79.65,30
7271-AJDTL,0,0,0,0,1,1,1,0,0,1,0,94.45,55
1867-TJHTS,0,0,0,0,1,1,0,0,0,1,0,79.8,58
5038-ETMLM,0,0,0,0,1,0,0,0,1,0,0,113.65,72
5056-FIMPT,0,0,0,0,1,0,0,0,0,0,0,106.0,43
8809-RIHDD,0,0,0,0,1,1,1,1,1,0,1,103.4,72
8809-XKHMD,0,0,0,0,1,0,0,0,1,0,0,100.55,72
0396-YCHWO,0,0,0,0,1,1,1,1,0,1,0,95.4,36
0867-LDTTC,0,0,0,0,0,0,1,0,0,1,0,75.15,5
4822-NGOCH,0,0,0,0,1,1,1,1,0,1,1,84.45,13
9391-DXGGG,0,0,0,0,1,1,1,0,0,0,0,89.15,44
9844-FELAJ,0,0,0,0,1,0,1,1,0,0,0,107.9,70
5307-DZCVC,0,0,0,0,1,1,1,0,0,1,1,85.95,32
3889-VWBID,0,0,0,0,0,0,0,0,1,0,0,82.85,68
7080-TNUWP,0,0,0,0,1,1,1,0,0,0,0,95.0,70
8336-TAVKX,0,0,0,0,0,0,0,0,1,0,0,78.45,72
4803-AXVYP,0,0,0,0,1,0,1,1,0,1,1,99.55,38
4567-AKPIA,0,0,0,0,1,0,1,0,0,0,0,109.1,41
7901-HXJVA,0,0,0,0,1,1,1,1,0,1,0,76.45,14
5649-ANRML,0,0,0,0,1,0,1,0,0,1,1,95.1,2
2919-HBCJO,0,0,0,0,1,1,1,0,0,1,1,76.65,4
4236-XPXAV,0,0,0,0,1,0,1,0,0,1,1,99.15,5
8903-WMRNW,0,0,0,0,1,1,0,1,0,1,0,101.75,15
2452-SNHFZ,0,0,0,0,1,1,0,0,0,1,0,75.45,47
7993-NQLJE,0,0,0,0,1,1,0,0,0,1,0,75.1,15
9909-DFRJA,0,0,0,0,1,0,0,0,0,0,0,95.85,26
5150-ITWWB,0,0,0,0,1,1,1,1,0,1,0,94.85,3
9281-OFDMF,0,0,0,0,1,1,1,1,0,1,0,90.7,39
2603-HVKCG,0,0,0,0,1,1,1,1,0,1,0,101.4,31
7272-QDCKA,0,0,0,0,1,1,1,1,0,0,0,100.2,28
8393-DLHGA,0,0,0,0,1,1,1,1,0,1,1,95.9,25
7395-IGJOS,0,0,0,0,1,1,1,0,0,1,1,81.5,17
2834-SPCJV,0,0,0,0,1,1,0,1,0,1,1,84.1,52
1265-ZFOSD,0,0,0,0,0,0,0,0,1,0,0,81.3,64
6568-POCUI,0,0,0,0,1,0,1,0,1,0,0,95.2,45
5197-LQXXH,0,0,0,0,0,0,1,0,1,0,0,83.3,71
7682-AZNDK,0,0,0,0,1,1,1,1,0,1,0,89.85,34
0570-BFQHT,0,0,0,0,1,1,1,1,0,1,0,80.55,9
8564-LDKFL,0,0,0,0,1,1,1,0,0,0,0,106.0,40
0895-DQHEW,0,0,0,0,1,1,1,1,0,1,1,104.3,54
4717-GHADL,0,0,0,0,0,0,1,0,1,0,0,79.6,50
5879-HMFFH,0,0,0,0,0,0,0,0,1,0,0,88.05,72
3810-DVDQQ,0,0,0,0,1,0,0,0,1,0,0,117.6,72
8149-RSOUN,0,0,0,0,1,1,1,1,0,1,1,93.85,1
0585-EGDDA,0,0,0,0,1,1,1,1,0,1,0,80.0,40
0549-CYCQN,0,0,0,0,1,1,1,0,0,0,0,79.6,51
3481-JHUZH,0,0,0,0,1,1,1,1,0,1,0,80.25,41
6869-FGJJC,0,0,0,0,1,1,1,0,0,0,0,79.6,68
8205-VSLRB,0,0,0,0,0,0,0,0,1,0,0,77.3,70
3567-PQTSO,0,0,0,0,1,1,1,1,0,0,0,105.25,53
5519-NPHVG,0,0,0,0,1,1,1,1,0,1,1,94.2,12
9938-EKRGF,0,0,0,0,0,0,0,0,0,1,0,84.45,15
8849-GYOKR,0,0,0,0,1,1,0,0,0,0,1,106.55,54
0461-CVKMU,0,0,0,0,1,0,1,1,0,1,1,83.8,23
8853-TZDGH,0,0,0,0,1,0,1,0,1,0,0,111.6,72
7779-LGOVN,0,0,0,0,1,1,1,1,0,1,1,86.65,10
9710-ZUSHQ,0,0,0,0,1,1,0,0,0,1,1,106.75,37
8123-QBNAZ,0,0,0,0,1,1,0,0,0,1,0,104.5,36
3629-ZNKXA,0,0,0,0,1,1,1,1,0,1,0,101.8,17
4827-LTQRJ,0,0,0,0,1,0,0,0,0,0,0,110.6,66
7711-YIJWC,0,0,0,0,0,0,0,0,0,0,0,84.9,61
5482-VXSXJ,0,0,0,0,1,1,1,0,0,1,0,93.2,22
4183-WCSEP,0,0,0,0,1,0,1,1,0,1,1,78.45,31
2378-YIZKA,0,0,0,0,0,0,0,0,1,0,0,85.0,68
5498-TXHLF,0,0,0,0,1,1,1,1,0,1,1,87.45,34
0689-DSXGL,0,0,0,0,1,0,1,0,0,1,0,85.8,52
6818-DJXAA,0,0,0,0,1,0,1,1,0,1,0,91.1,10
4132-KALRO,0,0,0,0,1,0,1,0,0,1,0,100.85,4
3902-FOIGH,0,0,0,0,1,1,1,1,0,1,1,101.35,12
6772-KSATR,0,0,0,0,1,1,0,1,0,1,1,81.7,1
2874-YXVVA,0,0,0,0,1,0,1,1,0,1,0,105.1,34
4210-QFJMF,0,0,0,0,1,1,1,1,0,1,1,79.15,4
4293-ETKAP,0,0,0,0,0,0,1,0,1,0,0,79.4,65
6322-PJJDJ,0,0,0,0,1,1,1,1,1,0,0,94.8,49
0330-BGYZE,0,0,0,0,1,1,1,0,0,0,0,102.5,60
7586-ZATGZ,0,0,0,0,1,1,1,1,0,1,0,84.9,40
3318-OSATS,0,0,0,0,1,1,1,1,0,1,1,95.45,35
5828-AVIPD,0,0,0,0,1,0,1,1,0,0,1,100.95,19
9626-VFRGG,0,0,0,0,1,1,1,0,0,1,0,88.5,41
4900-MSOMT,0,0,0,0,0,0,0,0,1,0,0,80.2,72
9194-GFVOI,0,0,0,0,0,0,0,0,1,0,0,84.35,42
4282-MSACW,0,0,0,0,1,0,0,0,0,0,0,117.2,68
